Country Name,Series Name,Series Code,2017 [YR2017],2018 [YR2018]
Algeria,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..
Algeria,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..
Algeria,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,1837.34716742621,1530.23782334926
Algeria,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..
Algeria,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..
Algeria,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,99.9974975585938,..
Algeria,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,..
Algeria,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..
Algeria,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..
Algeria,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..
Algeria,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..
Algeria,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..
Algeria,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..
Algeria,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..
Algeria,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..
Algeria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.996000289917,11.8819999694824
Algeria,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,13.5699996948242,..
Algeria,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..
Algeria,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,..,..
Algeria,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,..,..
Algeria,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.499,76.693
Algeria,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.307,75.494
Algeria,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.735,77.938
American Samoa,Military expenditure (current USD),MS.MIL.XPND.CD,..,..
American Samoa,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,..,..
American Samoa,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..
American Samoa,"Armed forces personnel, total",MS.MIL.TOTL.P1,..,..
American Samoa,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..
American Samoa,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..
American Samoa,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..
American Samoa,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..
American Samoa,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,..,..
American Samoa,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..
American Samoa,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..
American Samoa,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,..,..
American Samoa,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,..
American Samoa,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..
American Samoa,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..
American Samoa,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..
American Samoa,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..
American Samoa,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..
American Samoa,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..
American Samoa,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..
American Samoa,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..
American Samoa,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
American Samoa,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
American Samoa,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..
American Samoa,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,..,..
American Samoa,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,..,..
American Samoa,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
American Samoa,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..
American Samoa,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..
Andorra,Military expenditure (current USD),MS.MIL.XPND.CD,..,..
Andorra,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,..,..
Andorra,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..
Andorra,"Armed forces personnel, total",MS.MIL.TOTL.P1,..,..
Andorra,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..
Andorra,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..
Andorra,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..
Andorra,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..
Andorra,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,..,..
Andorra,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,99.2702178955078,99.4593811035156
Andorra,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,99.1742095947266,99.2001800537109
Andorra,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,98.9182510375977,99.2485580444336
Andorra,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,98.8672790527344,99.1540603637695
Andorra,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..
Andorra,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..
Andorra,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..
Andorra,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..
Andorra,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..
Andorra,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..
Andorra,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..
Andorra,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..
Andorra,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
Andorra,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Andorra,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..
Andorra,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,..,..
Andorra,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,..,..
Andorra,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..
Andorra,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..
Andorra,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..
Antigua and Barbuda,Military expenditure (current USD),MS.MIL.XPND.CD,..,..
Antigua and Barbuda,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,..,..
Antigua and Barbuda,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..
Antigua and Barbuda,"Armed forces personnel, total",MS.MIL.TOTL.P1,0,..
Antigua and Barbuda,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..
Antigua and Barbuda,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..
Antigua and Barbuda,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..
Antigua and Barbuda,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..
Antigua and Barbuda,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,..,..
Antigua and Barbuda,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..
Antigua and Barbuda,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,53.067699432373
Antigua and Barbuda,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,..,..
Antigua and Barbuda,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,..
Antigua and Barbuda,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..
Antigua and Barbuda,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..
Antigua and Barbuda,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..
Antigua and Barbuda,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..
Antigua and Barbuda,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..
Antigua and Barbuda,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..
Antigua and Barbuda,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..
Antigua and Barbuda,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..
Antigua and Barbuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
Antigua and Barbuda,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Antigua and Barbuda,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..
Antigua and Barbuda,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,..,..
Antigua and Barbuda,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,..,..
Antigua and Barbuda,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.752,76.885
Antigua and Barbuda,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.571,75.721
Antigua and Barbuda,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.871,77.983
Argentina,Military expenditure (current USD),MS.MIL.XPND.CD,5459643672.45401,3842852365.3176
Argentina,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,..,..
Argentina,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.524075870813202,..
Argentina,"Armed forces personnel, total",MS.MIL.TOTL.P1,105000,..
Argentina,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.856137916373543,0.745498854953045
Argentina,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..
Argentina,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,24.3177753979683,22.9037266732302
Argentina,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..
Argentina,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,23.3430162464054,23.3483264149472
Argentina,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,89.0937576293945,..
Argentina,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,95.4454574584961,..
Argentina,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,86.1723785400391,..
Argentina,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,88.36083984375,..
Argentina,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,57.1575088500977
Argentina,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,19.9918098449707
Argentina,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,92.6953735351563
Argentina,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,19.9918098449707
Argentina,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..
Argentina,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..
Argentina,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..
Argentina,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..
Argentina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.34700012207031,9.22000026702881
